"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ITA","Italy","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.3,,
"JPN","Japan","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.2,,
"KOR","Korea","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.7,,
"LUX","Luxembourg","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.2,,
"MEX","Mexico","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,5.5,,
"NLD","Netherlands","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.4,,
"NZL","New Zealand","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1,,
"NOR","Norway","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.5,,
"POL","Poland","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.3,,
"PRT","Portugal","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.4,,
"SVK","Slovak Republic","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.6,,
"ESP","Spain","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.5,,
"SWE","Sweden","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.5,,
"CHE","Switzerland","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.3,,
"TUR","Türkiye","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.5,,
"GBR","United Kingdom","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.1,,
"USA","United States","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,2.5,,
"BRA","Brazil","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,3.3,,
"CHL","Chile","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.7,,
"EST","Estonia","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.6,,
"ISR","Israel","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.7,,
"LVA","Latvia","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.9,,
"RUS","Russia","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,2.2,,
"SVN","Slovenia","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.3,,
"ZAF","South Africa","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,3.6,,
"OECD","OECD - Total","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.9,,
"AUS","Australia","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,12.5,,
"AUT","Austria","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.3,,
"BEL","Belgium","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.3,,
"CAN","Canada","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.3,,
"CZE","Czechia","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.5,,
"DNK","Denmark","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.1,,
"FIN","Finland","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.6,,
"FRA","France","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,7.7,,
"DEU","Germany","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.9,,
"GRC","Greece","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.5,,
"HUN","Hungary","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.5,,
"ISL","Iceland","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,11.7,,
"IRL","Ireland","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.7,,
"ITA","Italy","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.3,,
"LUX","Luxembourg","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.8,,
"MEX","Mexico","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,27,,
"NLD","Netherlands","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.3,,
"NZL","New Zealand","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,14,,
"NOR","Norway","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.4,,
"POL","Poland","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.2,,
"PRT","Portugal","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.6,,
"SVK","Slovak Republic","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.2,,
"ESP","Spain","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.5,,
"SWE","Sweden","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.9,,
"CHE","Switzerland","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.4,,
"TUR","Türkiye","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,25,,
"GBR","United Kingdom","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,10.8,,
"USA","United States","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,10.4,,
"BRA","Brazil","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.6,,
"CHL","Chile","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,7.7,,
"EST","Estonia","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.2,,
"ISR","Israel","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,14.1,,
"LVA","Latvia","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.6,,
"RUS","Russia","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.1,,
"SVN","Slovenia","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.6,,
"ZAF","South Africa","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,15.4,,
"OECD","OECD - Total","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,10.2,,
"AUS","Australia","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,18.5,,
"AUT","Austria","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,8.1,,
"BEL","Belgium","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,5.8,,
"CAN","Canada","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,5.3,,
"CZE","Czechia","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,6.7,,
"DNK","Denmark","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,2.1,,
"FIN","Finland","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,5.2,,
"FRA","France","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,10.2,,
"DEU","Germany","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,5.7,,
"GRC","Greece","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,6.1,,
"HUN","Hungary","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,2,,
"ISL","Iceland","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,17.9,,
"IRL","Ireland","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,7.8,,
"ITA","Italy","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,4.3,,
"LUX","Luxembourg","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,3.4,,
"MEX","Mexico","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,33,,
"NLD","Netherlands","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,0.6,,
"NZL","New Zealand","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,19.3,,
"NOR","Norway","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,2.1,,
"POL","Poland","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,6.7,,
"PRT","Portugal","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,8.1,,
"SVK","Slovak Republic","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,6.1,,
"ESP","Spain","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,3.5,,
"SWE","Sweden","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,1.3,,
"CHE","Switzerland","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,0.4,,
"TUR","Türkiye","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,27.2,,
"GBR","United Kingdom","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,15.3,,
"USA","United States","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,13.9,,
"BRA","Brazil","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,7.3,,
"CHL","Chile","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,9.6,,
"EST","Estonia","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,3,,
"ISR","Israel","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,21.5,,
"LVA","Latvia","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,2.4,,
"RUS","Russia","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,0.2,,
"SVN","Slovenia","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,7.9,,
"ZAF","South Africa","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,19.7,,
"OECD","OECD - Total","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,13.8,,
"AUS","Australia","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,6.1,,
"AUT","Austria","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.4,,
"BEL","Belgium","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.6,,
"CAN","Canada","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.2,,
"CZE","Czechia","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2,,
"DNK","Denmark","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.1,,
"FIN","Finland","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.1,,
"FRA","France","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,5.2,,
"DEU","Germany","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.8,,
"GRC","Greece","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.5,,
"HUN","Hungary","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.9,,
"ISL","Iceland","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,5,,
"IRL","Ireland","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.7,,
"ITA","Italy","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.2,,
"LUX","Luxembourg","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2,,
"MEX","Mexico","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,17.4,,
"NLD","Netherlands","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.1,,
"NZL","New Zealand","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,8.6,,
"NOR","Norway","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.6,,
"POL","Poland","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.3,,
"PRT","Portugal","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,3.3,,
"SVK","Slovak Republic","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2,,
"ESP","Spain","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.4,,
"SWE","Sweden","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.5,,
"CHE","Switzerland","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.3,,
"TUR","Türkiye","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,20.1,,
"GBR","United Kingdom","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,6.3,,
"USA","United States","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,6.6,,
"BRA","Brazil","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,3.6,,
"CHL","Chile","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,5,,
"EST","Estonia","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.4,,
"ISR","Israel","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,6.8,,
"LVA","Latvia","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,1,,
"RUS","Russia","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.1,,
"SVN","Slovenia","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.9,,
"ZAF","South Africa","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,10.4,,
"OECD","OECD - Total","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,6,,
"AUS","Australia","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,14.36,,
"AUT","Austria","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,14.51,,
"BEL","Belgium","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,15.52,,
"CAN","Canada","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,14.57,,
"FIN","Finland","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,15.17,,
"FRA","France","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,16.2,,
"DEU","Germany","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,15.62,,
"GRC","Greece","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,15.03,,
"HUN","Hungary","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,15.08,,
"IRL","Ireland","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,14.54,,
"ITA","Italy","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,16.47,,
"JPN","Japan","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,14.1,,
"KOR","Korea","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,14.83,,
"NLD","Netherlands","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,15.45,,
"NZL","New Zealand","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,14.87,,
"NOR","Norway","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,15.67,,
